Loyalty#,Year,Month,YearMonthDate,NumFlights,NumFlightsWithCompanions,DistanceKM,PointsAccumulated,PointsRedeemed,DollarCostPointsRedeemed,Loyalty#_new
101902,2020,1,2020-01-01,0,0,0.0,0,0,0.0,101902_2
750578,2020,1,2020-01-01,0,0,0.0,0,0,0.0,750578_2
988392,2020,1,2020-01-01,1,0,10422.0,1042,0,0.0,988392_2
886803,2020,1,2020-01-01,0,0,0.0,0,0,0.0,886803_2
972686,2020,1,2020-01-01,3,0,18859.0,1885,0,0.0,972686_2
682979,2020,1,2020-01-01,0,0,0.0,0,0,0.0,682979_2
896861,2020,1,2020-01-01,0,0,0.0,0,0,0.0,896861_2
825517,2020,1,2020-01-01,4,4,3368.0,336,0,0.0,825517_2
774168,2020,1,2020-01-01,0,0,0.0,0,0,0.0,774168_2
949628,2020,1,2020-01-01,0,0,0.0,0,0,0.0,949628_2
876062,2020,1,2020-01-01,13,0,1039.0,103,0,0.0,876062_2
215508,2020,1,2020-01-01,6,0,10032.0,1003,0,0.0,215508_2
354438,2020,1,2020-01-01,0,0,0.0,0,0,0.0,354438_2
965605,2020,1,2020-01-01,6,5,16645.0,1664,0,0.0,965605_2
354438,2020,1,2020-01-01,0,0,0.0,0,0,0.0,354438_2
727507,2020,1,2020-01-01,0,0,0.0,0,0,0.0,727507_2
573446,2020,1,2020-01-01,9,0,23953.0,2395,0,0.0,573446_2
278854,2020,1,2020-01-01,0,0,0.0,0,0,0.0,278854_2
899760,2020,1,2020-01-01,1,1,11280.0,1128,0,0.0,899760_2
896861,2020,1,2020-01-01,0,0,0.0,0,0,0.0,896861_2
106001,2020,1,2020-01-01,5,0,5576.0,557,0,0.0,106001_2
465260,2020,1,2020-01-01,0,0,0.0,0,0,0.0,465260_2
687951,2020,1,2020-01-01,0,0,0.0,0,0,0.0,687951_2
732304,2020,1,2020-01-01,0,0,0.0,0,0,0.0,732304_2
617489,2020,1,2020-01-01,6,0,16601.0,1660,0,0.0,617489_2
974875,2020,1,2020-01-01,5,3,20022.0,2002,0,0.0,974875_2
434807,2020,1,2020-01-01,11,0,3479.0,347,0,0.0,434807_2
465260,2020,1,2020-01-01,0,0,0.0,0,0,0.0,465260_2
208485,2020,1,2020-01-01,0,0,0.0,0,0,0.0,208485_2
902608,2020,1,2020-01-01,13,0,12685.0,1268,0,0.0,902608_2
499874,2020,1,2020-01-01,11,4,6664.0,666,0,0.0,499874_2
642020,2020,1,2020-01-01,0,0,0.0,0,0,0.0,642020_2
286636,2020,1,2020-01-01,2,0,672.0,67,0,0.0,286636_2
702482,2020,1,2020-01-01,0,0,0.0,0,0,0.0,702482_2
903359,2020,1,2020-01-01,0,0,0.0,0,0,0.0,903359_2
972686,2020,1,2020-01-01,0,0,0.0,0,0,0.0,972686_2
890702,2020,1,2020-01-01,0,0,0.0,0,0,0.0,890702_2
650466,2020,1,2020-01-01,1,0,16889.0,1688,0,0.0,650466_2
746226,2020,1,2020-01-01,0,0,0.0,0,0,0.0,746226_2
573446,2020,1,2020-01-01,2,2,4188.0,418,0,0.0,573446_2
988392,2020,1,2020-01-01,9,1,11942.0,1194,2907,29.0,988392_2
841296,2020,1,2020-01-01,0,0,0.0,0,0,0.0,841296_2
470998,2020,1,2020-01-01,0,0,0.0,0,0,0.0,470998_2
601131,2020,1,2020-01-01,0,0,0.0,0,0,0.0,601131_2
411030,2020,1,2020-01-01,0,0,0.0,0,0,0.0,411030_2
255475,2020,1,2020-01-01,0,0,0.0,0,0,0.0,255475_2
584782,2020,1,2020-01-01,0,0,0.0,0,0,0.0,584782_2
776466,2020,1,2020-01-01,0,0,0.0,0,0,0.0,776466_2
309230,2020,1,2020-01-01,11,1,5798.0,579,4536,45.0,309230_2
357901,2020,1,2020-01-01,0,0,0.0,0,0,0.0,357901_2
323821,2020,1,2020-01-01,1,0,7068.0,706,0,0.0,323821_2
546259,2020,1,2020-01-01,0,0,0.0,0,0,0.0,546259_2
512296,2020,1,2020-01-01,1,1,24183.0,2418,0,0.0,512296_2
336882,2020,1,2020-01-01,11,6,4348.0,434,0,0.0,336882_2
536021,2020,1,2020-01-01,0,0,0.0,0,0,0.0,536021_2
732304,2020,1,2020-01-01,0,0,0.0,0,0,0.0,732304_2
825593,2020,1,2020-01-01,0,0,0.0,0,0,0.0,825593_2
615561,2020,1,2020-01-01,1,0,19370.0,1937,0,0.0,615561_2
193662,2020,1,2020-01-01,0,0,0.0,0,0,0.0,193662_2
684889,2020,1,2020-01-01,2,0,6793.0,679,0,0.0,684889_2
750665,2020,1,2020-01-01,0,0,0.0,0,0,0.0,750665_2
295906,2020,1,2020-01-01,7,5,16659.0,1665,0,0.0,295906_2
411523,2020,1,2020-01-01,7,0,25514.0,2551,0,0.0,411523_2
989528,2020,1,2020-01-01,0,0,0.0,0,0,0.0,989528_2
351937,2020,1,2020-01-01,0,0,0.0,0,0,0.0,351937_2
958491,2020,1,2020-01-01,0,0,0.0,0,0,0.0,958491_2
653081,2020,1,2020-01-01,0,0,0.0,0,0,0.0,653081_2
950980,2020,1,2020-01-01,0,0,0.0,0,0,0.0,950980_2
775768,2020,1,2020-01-01,0,0,0.0,0,0,0.0,775768_2
927026,2020,1,2020-01-01,1,0,3372.0,337,0,0.0,927026_2
981508,2020,1,2020-01-01,0,0,0.0,0,0,0.0,981508_2
642020,2020,1,2020-01-01,0,0,0.0,0,0,0.0,642020_2
304600,2020,1,2020-01-01,0,0,0.0,0,0,0.0,304600_2
208485,2020,1,2020-01-01,4,1,18102.0,1810,0,0.0,208485_2
464256,2020,1,2020-01-01,0,0,0.0,0,0,0.0,464256_2
736504,2020,1,2020-01-01,0,0,0.0,0,0,0.0,736504_2
486860,2020,1,2020-01-01,0,0,0.0,0,0,0.0,486860_2
434807,2020,1,2020-01-01,3,0,1594.0,159,0,0.0,434807_2
373638,2020,1,2020-01-01,0,0,0.0,0,0,0.0,373638_2
899760,2020,1,2020-01-01,9,0,22535.0,2253,0,0.0,899760_2
897772,2020,1,2020-01-01,0,0,0.0,0,0,0.0,897772_2
869276,2020,1,2020-01-01,0,0,0.0,0,0,0.0,869276_2
790940,2020,1,2020-01-01,0,0,0.0,0,0,0.0,790940_2
200519,2020,1,2020-01-01,4,0,22150.0,2215,0,0.0,200519_2
411030,2020,1,2020-01-01,0,0,0.0,0,0,0.0,411030_2
547522,2020,1,2020-01-01,0,0,0.0,0,0,0.0,547522_2
585756,2020,1,2020-01-01,4,0,11492.0,1149,0,0.0,585756_2
790940,2020,1,2020-01-01,0,0,0.0,0,0,0.0,790940_2
193662,2020,1,2020-01-01,0,0,0.0,0,0,0.0,193662_2
950304,2020,1,2020-01-01,0,0,0.0,0,0,0.0,950304_2
774168,2020,1,2020-01-01,0,0,0.0,0,0,0.0,774168_2
585756,2020,1,2020-01-01,5,5,2172.0,217,0,0.0,585756_2
601131,2020,1,2020-01-01,0,0,0.0,0,0,0.0,601131_2
646756,2020,1,2020-01-01,0,0,0.0,0,0,0.0,646756_2
309230,2020,1,2020-01-01,0,0,0.0,0,0,0.0,309230_2
328623,2020,1,2020-01-01,0,0,0.0,0,0,0.0,328623_2
460272,2020,1,2020-01-01,0,0,0.0,0,0,0.0,460272_2
902608,2020,1,2020-01-01,0,0,0.0,0,0,0.0,902608_2
650466,2020,1,2020-01-01,4,3,10813.0,1081,0,0.0,650466_2
528447,2020,1,2020-01-01,0,0,0.0,0,0,0.0,528447_2
474305,2020,1,2020-01-01,0,0,0.0,0,0,0.0,474305_2
684889,2020,1,2020-01-01,4,0,13998.0,1399,0,0.0,684889_2
200519,2020,1,2020-01-01,5,2,21062.0,2106,0,0.0,200519_2
237094,2020,1,2020-01-01,0,0,0.0,0,0,0.0,237094_2
622975,2020,1,2020-01-01,0,0,0.0,0,0,0.0,622975_2
135421,2020,1,2020-01-01,0,0,0.0,0,0,0.0,135421_2
304600,2020,1,2020-01-01,0,0,0.0,0,0,0.0,304600_2
841296,2020,1,2020-01-01,6,6,18624.0,1862,0,0.0,841296_2
890702,2020,1,2020-01-01,1,0,784.0,78,0,0.0,890702_2
604274,2020,1,2020-01-01,0,0,0.0,0,0,0.0,604274_2
653081,2020,1,2020-01-01,0,0,0.0,0,0,0.0,653081_2
874780,2020,1,2020-01-01,0,0,0.0,0,0,0.0,874780_2
546259,2020,1,2020-01-01,0,0,0.0,0,0,0.0,546259_2
687951,2020,1,2020-01-01,0,0,0.0,0,0,0.0,687951_2
308480,2020,1,2020-01-01,0,0,0.0,0,0,0.0,308480_2
464187,2020,1,2020-01-01,0,0,0.0,0,0,0.0,464187_2
981508,2020,1,2020-01-01,0,0,0.0,0,0,0.0,981508_2
130331,2020,1,2020-01-01,0,0,0.0,0,0,0.0,130331_2
920175,2020,1,2020-01-01,0,0,0.0,0,0,0.0,920175_2
713132,2020,1,2020-01-01,8,0,26005.0,2600,0,0.0,713132_2
969318,2020,1,2020-01-01,3,3,8584.0,858,0,0.0,969318_2
593252,2020,1,2020-01-01,0,0,0.0,0,0,0.0,593252_2
322169,2020,1,2020-01-01,0,0,0.0,0,0,0.0,322169_2
460272,2020,1,2020-01-01,0,0,0.0,0,0,0.0,460272_2
876062,2020,1,2020-01-01,1,1,8583.0,858,0,0.0,876062_2
903359,2020,1,2020-01-01,0,0,0.0,0,0,0.0,903359_2
279419,2020,1,2020-01-01,0,0,0.0,0,0,0.0,279419_2
969318,2020,1,2020-01-01,1,0,4235.0,423,0,0.0,969318_2
825517,2020,1,2020-01-01,9,3,13954.0,1395,0,0.0,825517_2
825593,2020,1,2020-01-01,0,0,0.0,0,0,0.0,825593_2
536021,2020,1,2020-01-01,0,0,0.0,0,0,0.0,536021_2
831341,2020,1,2020-01-01,0,0,0.0,0,0,0.0,831341_2
444092,2020,1,2020-01-01,9,0,22720.0,2272,0,0.0,444092_2
368073,2020,1,2020-01-01,0,0,0.0,0,0,0.0,368073_2
361237,2020,1,2020-01-01,2,2,15535.0,1553,0,0.0,361237_2
989528,2020,1,2020-01-01,0,0,0.0,0,0,0.0,989528_2
198499,2020,1,2020-01-01,7,4,18583.0,1858,0,0.0,198499_2
135421,2020,1,2020-01-01,0,0,0.0,0,0,0.0,135421_2
958491,2020,1,2020-01-01,0,0,0.0,0,0,0.0,958491_2
584782,2020,1,2020-01-01,0,0,0.0,0,0,0.0,584782_2
622975,2020,1,2020-01-01,0,0,0.0,0,0,0.0,622975_2
130331,2020,1,2020-01-01,0,0,0.0,0,0,0.0,130331_2
849813,2020,1,2020-01-01,0,0,0.0,0,0,0.0,849813_2
927026,2020,1,2020-01-01,9,1,15985.0,1598,4307,43.0,927026_2
990512,2020,1,2020-01-01,0,0,0.0,0,0,0.0,990512_2
971370,2020,1,2020-01-01,6,0,15661.0,1566,0,0.0,971370_2
373638,2020,1,2020-01-01,0,0,0.0,0,0,0.0,373638_2
646756,2020,1,2020-01-01,0,0,0.0,0,0,0.0,646756_2
886803,2020,1,2020-01-01,0,0,0.0,0,0,0.0,886803_2
736504,2020,1,2020-01-01,10,5,6491.0,649,0,0.0,736504_2
968034,2020,1,2020-01-01,0,0,0.0,0,0,0.0,968034_2
101902,2020,1,2020-01-01,0,0,0.0,0,0,0.0,101902_2
402697,2020,1,2020-01-01,0,0,0.0,0,0,0.0,402697_2
684123,2020,1,2020-01-01,5,0,14034.0,1403,0,0.0,684123_2
255836,2020,1,2020-01-01,10,0,16157.0,1615,0,0.0,255836_2
582493,2020,1,2020-01-01,5,0,652.0,65,0,0.0,582493_2
971370,2020,1,2020-01-01,4,2,13768.0,1376,0,0.0,971370_2
528447,2020,1,2020-01-01,1,1,23830.0,2383,0,0.0,528447_2
351937,2020,1,2020-01-01,0,0,0.0,0,0,0.0,351937_2
584833,2020,1,2020-01-01,0,0,0.0,0,0,0.0,584833_2
874780,2020,1,2020-01-01,0,0,0.0,0,0,0.0,874780_2
582493,2020,1,2020-01-01,6,3,16647.0,1664,3270,32.0,582493_2
615439,2020,1,2020-01-01,7,6,7917.0,791,2753,27.0,615439_2
684881,2020,1,2020-01-01,0,0,17250.0,1725,0,0.0,684881_2
775768,2020,1,2020-01-01,13,4,20548.0,2054,0,0.0,775768_2
831341,2020,1,2020-01-01,0,0,0.0,0,0,0.0,831341_2
114414,2020,1,2020-01-01,8,4,22073.0,2207,0,0.0,114414_2
968034,2020,1,2020-01-01,2,1,17665.0,1766,0,0.0,968034_2
357901,2020,1,2020-01-01,0,0,0.0,0,0,0.0,357901_2
255836,2020,1,2020-01-01,0,0,0.0,0,0,0.0,255836_2
992168,2020,1,2020-01-01,4,4,7130.0,713,0,0.0,992168_2
295906,2020,1,2020-01-01,0,0,0.0,0,0,0.0,295906_2
444092,2020,1,2020-01-01,4,0,24608.0,2460,0,0.0,444092_2
682979,2020,1,2020-01-01,4,0,10827.0,1082,0,0.0,682979_2
750578,2020,1,2020-01-01,0,0,0.0,0,0,0.0,750578_2
547522,2020,1,2020-01-01,0,0,0.0,0,0,0.0,547522_2
819842,2020,1,2020-01-01,0,0,0.0,0,0,0.0,819842_2
920175,2020,1,2020-01-01,0,0,0.0,0,0,0.0,920175_2
713132,2020,1,2020-01-01,8,5,12331.0,1233,0,0.0,713132_2
684881,2020,1,2020-01-01,9,6,10466.0,1046,0,0.0,684881_2
965605,2020,1,2020-01-01,0,0,0.0,0,0,0.0,965605_2
114414,2020,1,2020-01-01,1,1,8934.0,893,0,0.0,114414_2
890361,2020,1,2020-01-01,0,0,0.0,0,0,0.0,890361_2
738567,2020,1,2020-01-01,6,3,24740.0,2474,0,0.0,738567_2
198499,2020,1,2020-01-01,0,0,0.0,0,0,0.0,198499_2
215508,2020,1,2020-01-01,0,0,0.0,0,0,0.0,215508_2
361237,2020,1,2020-01-01,1,1,20386.0,2038,0,0.0,361237_2
615439,2020,1,2020-01-01,6,2,21112.0,2111,0,0.0,615439_2
512296,2020,1,2020-01-01,1,0,23525.0,2352,0,0.0,512296_2
746226,2020,1,2020-01-01,0,0,0.0,0,0,0.0,746226_2
417240,2020,1,2020-01-01,0,0,0.0,0,0,0.0,417240_2
950980,2020,1,2020-01-01,0,0,0.0,0,0,0.0,950980_2
890361,2020,1,2020-01-01,0,0,0.0,0,0,0.0,890361_2
328623,2020,1,2020-01-01,0,0,0.0,0,0,0.0,328623_2
604274,2020,1,2020-01-01,0,0,0.0,0,0,0.0,604274_2
499874,2020,1,2020-01-01,3,0,4324.0,432,0,0.0,499874_2
243741,2020,1,2020-01-01,0,0,0.0,0,0,0.0,243741_2
474305,2020,1,2020-01-01,0,0,0.0,0,0,0.0,474305_2
776466,2020,1,2020-01-01,0,0,0.0,0,0,0.0,776466_2
208241,2020,1,2020-01-01,0,0,0.0,0,0,0.0,208241_2
738567,2020,1,2020-01-01,4,4,20181.0,2018,0,0.0,738567_2
417240,2020,1,2020-01-01,0,0,0.0,0,0,0.0,417240_2
949628,2020,1,2020-01-01,0,0,0.0,0,0,0.0,949628_2
604870,2020,1,2020-01-01,12,6,14992.0,1499,0,0.0,604870_2
279419,2020,1,2020-01-01,1,1,3933.0,393,3500,35.0,279419_2
990512,2020,1,2020-01-01,0,0,0.0,0,0,0.0,990512_2
243741,2020,1,2020-01-01,0,0,0.0,0,0,0.0,243741_2
684123,2020,1,2020-01-01,3,0,4952.0,495,0,0.0,684123_2
869265,2020,1,2020-01-01,0,0,0.0,0,0,0.0,869265_2
470998,2020,1,2020-01-01,0,0,0.0,0,0,0.0,470998_2
593252,2020,1,2020-01-01,0,0,0.0,0,0,0.0,593252_2
702482,2020,1,2020-01-01,0,0,0.0,0,0,0.0,702482_2
584833,2020,1,2020-01-01,0,0,0.0,0,0,0.0,584833_2
322169,2020,1,2020-01-01,0,0,0.0,0,0,0.0,322169_2
106001,2020,1,2020-01-01,9,4,5231.0,523,0,0.0,106001_2
402697,2020,1,2020-01-01,0,0,0.0,0,0,0.0,402697_2
237094,2020,1,2020-01-01,0,0,0.0,0,0,0.0,237094_2
819842,2020,1,2020-01-01,0,0,0.0,0,0,0.0,819842_2
308480,2020,1,2020-01-01,0,0,0.0,0,0,0.0,308480_2
411523,2020,1,2020-01-01,4,0,11732.0,1173,0,0.0,411523_2
511862,2020,1,2020-01-01,0,0,0.0,0,0,0.0,511862_2
464256,2020,1,2020-01-01,0,0,0.0,0,0,0.0,464256_2
237094,2021,12,2021-12-01,3,3,10939.0,1093,0,0.0,237094_2
819842,2021,12,2021-12-01,6,6,26389.0,2638,0,0.0,819842_2
308480,2021,12,2021-12-01,8,0,20046.0,2004,0,0.0,308480_2
411523,2021,12,2021-12-01,11,9,4552.0,455,0,0.0,411523_2
511862,2021,12,2021-12-01,2,2,5201.0,520,0,0.0,511862_2
464256,2021,12,2021-12-01,7,0,2559.0,255,0,0.0,464256_2
775768,2021,12,2021-12-01,15,0,9416.0,941,0,0.0,775768_2
831341,2021,12,2021-12-01,10,0,1304.0,130,0,0.0,831341_2
114414,2021,12,2021-12-01,16,0,18825.0,1882,0,0.0,114414_2
968034,2021,12,2021-12-01,5,0,31710.0,3171,0,0.0,968034_2
357901,2021,12,2021-12-01,10,4,6030.0,603,0,0.0,357901_2
255836,2021,12,2021-12-01,9,8,27395.0,2739,0,0.0,255836_2
992168,2021,12,2021-12-01,6,0,26007.0,2600,0,0.0,992168_2
295906,2021,12,2021-12-01,4,0,7869.0,786,0,0.0,295906_2
444092,2021,12,2021-12-01,0,0,0.0,0,0,0.0,444092_2
682979,2021,12,2021-12-01,0,0,0.0,0,0,0.0,682979_2
750578,2021,12,2021-12-01,4,2,5136.0,513,3140,31.0,750578_2
547522,2021,12,2021-12-01,0,0,0.0,0,0,0.0,547522_2
819842,2021,12,2021-12-01,1,1,32968.0,3296,4178,41.0,819842_2
243741,2021,12,2021-12-01,13,7,23169.0,2316,0,0.0,243741_2
684123,2021,12,2021-12-01,2,0,26217.0,2621,0,0.0,684123_2
869265,2021,12,2021-12-01,1,1,33267.0,3326,0,0.0,869265_2
470998,2021,12,2021-12-01,3,0,14444.0,1444,0,0.0,470998_2
593252,2021,12,2021-12-01,0,0,0.0,0,0,0.0,593252_2
702482,2021,12,2021-12-01,15,6,17420.0,1742,0,0.0,702482_2
584833,2021,12,2021-12-01,3,0,4750.0,475,0,0.0,584833_2
486860,2021,11,2021-11-01,13,5,12966.0,1296,0,0.0,486860_2
511862,2021,11,2021-11-01,2,2,7177.0,717,2473,24.0,511862_2
464187,2021,11,2021-11-01,0,0,0.0,0,0,0.0,464187_2
897772,2021,11,2021-11-01,3,0,9172.0,917,0,0.0,897772_2
604870,2021,11,2021-11-01,1,1,22811.0,2281,0,0.0,604870_2
286636,2021,11,2021-11-01,10,0,18889.0,1888,0,0.0,286636_2
323821,2021,11,2021-11-01,5,0,11082.0,1108,0,0.0,323821_2
951353,2021,11,2021-11-01,1,0,9978.0,997,0,0.0,951353_2
368073,2021,11,2021-11-01,0,0,0.0,0,0,0.0,368073_2
974875,2021,11,2021-11-01,7,7,13579.0,1357,0,0.0,974875_2
351615,2021,11,2021-11-01,1,0,14482.0,1448,0,0.0,351615_2
849813,2021,11,2021-11-01,0,0,0.0,0,0,0.0,849813_2
278854,2021,11,2021-11-01,13,0,12094.0,1209,0,0.0,278854_2
990512,2021,10,2021-10-01,0,0,20586.0,2058,0,0.0,990512_2
949628,2021,10,2021-10-01,0,0,0.0,0,0,0.0,949628_2
876062,2021,10,2021-10-01,5,4,6385.0,638,3402,34.0,876062_2
215508,2021,10,2021-10-01,0,0,0.0,0,0,0.0,215508_2
354438,2021,10,2021-10-01,0,0,0.0,0,0,0.0,354438_2
965605,2021,10,2021-10-01,2,0,6570.0,657,0,0.0,965605_2
354438,2021,10,2021-10-01,5,4,25572.0,2557,2453,24.0,354438_2
727507,2021,10,2021-10-01,0,0,0.0,0,0,0.0,727507_2
573446,2021,10,2021-10-01,3,0,27958.0,2795,0,0.0,573446_2
278854,2021,10,2021-10-01,8,0,15139.0,1513,0,0.0,278854_2
899760,2021,10,2021-10-01,4,0,13699.0,1369,0,0.0,899760_2
896861,2021,10,2021-10-01,2,1,12822.0,1282,0,0.0,896861_2
106001,2021,10,2021-10-01,6,3,8487.0,848,2996,29.0,106001_2
465260,2021,10,2021-10-01,0,0,0.0,0,0,0.0,465260_2
687951,2021,10,2021-10-01,2,0,26848.0,2684,0,0.0,687951_2
732304,2021,10,2021-10-01,0,0,0.0,0,0,0.0,732304_2
617489,2021,10,2021-10-01,7,0,18440.0,1844,0,0.0,617489_2
974875,2021,10,2021-10-01,0,0,0.0,0,0,0.0,974875_2
434807,2021,10,2021-10-01,11,4,22183.0,2218,0,0.0,434807_2
465260,2021,10,2021-10-01,8,1,20410.0,2041,2655,26.0,465260_2
208485,2021,10,2021-10-01,13,6,24658.0,2465,0,0.0,208485_2
902608,2021,10,2021-10-01,4,0,24987.0,2498,0,0.0,902608_2
499874,2021,10,2021-10-01,8,0,22861.0,2286,0,0.0,499874_2
642020,2021,10,2021-10-01,10,1,8645.0,864,0,0.0,642020_2
286636,2021,10,2021-10-01,11,1,17375.0,1737,0,0.0,286636_2
702482,2021,10,2021-10-01,11,7,14818.0,1481,0,0.0,702482_2
903359,2021,10,2021-10-01,0,0,0.0,0,0,0.0,903359_2
972686,2021,10,2021-10-01,7,0,23579.0,2357,0,0.0,972686_2
890702,2021,10,2021-10-01,10,6,1683.0,168,0,0.0,890702_2
650466,2021,10,2021-10-01,4,0,3537.0,353,0,0.0,650466_2
746226,2021,10,2021-10-01,0,0,0.0,0,0,0.0,746226_2
573446,2021,10,2021-10-01,7,0,15928.0,1592,0,0.0,573446_2
988392,2021,10,2021-10-01,0,0,0.0,0,0,0.0,988392_2
841296,2021,10,2021-10-01,0,0,0.0,0,0,0.0,841296_2
470998,2021,10,2021-10-01,9,2,3063.0,306,0,0.0,470998_2
601131,2021,10,2021-10-01,0,0,0.0,0,0,0.0,601131_2
411030,2021,10,2021-10-01,0,0,0.0,0,0,0.0,411030_2
255475,2021,10,2021-10-01,6,6,11629.0,1162,0,0.0,255475_2
584782,2021,10,2021-10-01,2,0,28354.0,2835,0,0.0,584782_2
776466,2021,10,2021-10-01,0,0,0.0,0,0,0.0,776466_2
309230,2021,10,2021-10-01,6,6,15697.0,1569,0,0.0,309230_2
357901,2021,10,2021-10-01,13,4,18497.0,1849,0,0.0,357901_2
323821,2021,10,2021-10-01,11,4,9697.0,969,0,0.0,323821_2
546259,2021,10,2021-10-01,0,0,0.0,0,0,0.0,546259_2
512296,2021,10,2021-10-01,9,0,9938.0,993,0,0.0,512296_2
336882,2021,10,2021-10-01,10,0,18317.0,1831,0,0.0,336882_2
536021,2021,10,2021-10-01,0,0,0.0,0,0,0.0,536021_2
732304,2021,10,2021-10-01,4,0,18549.0,1854,0,0.0,732304_2
825593,2021,10,2021-10-01,0,0,0.0,0,0,0.0,825593_2
615561,2021,10,2021-10-01,2,2,21035.0,2103,0,0.0,615561_2
193662,2021,10,2021-10-01,0,0,0.0,0,0,0.0,193662_2
684889,2021,10,2021-10-01,0,0,0.0,0,0,0.0,684889_2
750665,2021,10,2021-10-01,9,4,24911.0,2491,3396,33.0,750665_2
295906,2021,10,2021-10-01,9,0,15306.0,1530,0,0.0,295906_2
411523,2021,10,2021-10-01,2,2,17944.0,1794,3605,36.0,411523_2
989528,2021,10,2021-10-01,6,6,18400.0,1840,0,0.0,989528_2
971370,2021,10,2021-10-01,12,3,9923.0,992,0,0.0,971370_2
373638,2021,10,2021-10-01,0,0,0.0,0,0,0.0,373638_2
646756,2021,10,2021-10-01,0,0,0.0,0,0,0.0,646756_2
886803,2021,10,2021-10-01,7,6,14083.0,1408,0,0.0,886803_2
736504,2021,10,2021-10-01,11,0,21162.0,2116,0,0.0,736504_2
968034,2021,10,2021-10-01,0,0,0.0,0,0,0.0,968034_2
101902,2021,10,2021-10-01,14,0,14612.0,1461,0,0.0,101902_2
402697,2021,10,2021-10-01,7,1,20112.0,2011,0,0.0,402697_2
684123,2021,10,2021-10-01,13,0,3510.0,351,0,0.0,684123_2
255836,2021,10,2021-10-01,0,0,0.0,0,0,0.0,255836_2
582493,2021,10,2021-10-01,4,2,20664.0,2066,0,0.0,582493_2
971370,2021,10,2021-10-01,0,0,0.0,0,0,0.0,971370_2
528447,2021,10,2021-10-01,6,6,10524.0,1052,0,0.0,528447_2
351937,2021,10,2021-10-01,0,0,0.0,0,0,0.0,351937_2
584833,2021,10,2021-10-01,7,6,7803.0,780,2610,26.0,584833_2
874780,2021,10,2021-10-01,10,0,21356.0,2135,0,0.0,874780_2
582493,2021,10,2021-10-01,8,5,24652.0,2465,0,0.0,582493_2
615439,2021,10,2021-10-01,0,0,0.0,0,0,0.0,615439_2
255475,2021,11,2021-11-01,8,3,5175.0,517,0,0.0,255475_2
727507,2021,11,2021-11-01,7,0,19682.0,1968,0,0.0,727507_2
992168,2021,11,2021-11-01,1,1,3903.0,390,2592,25.0,992168_2
950304,2021,11,2021-11-01,0,0,0.0,0,0,0.0,950304_2
615561,2021,11,2021-11-01,0,0,0.0,0,0,0.0,615561_2
750665,2021,11,2021-11-01,2,0,10262.0,1026,0,0.0,750665_2
617489,2021,11,2021-11-01,1,1,11497.0,1149,0,0.0,617489_2
351615,2021,11,2021-11-01,8,0,23049.0,2304,0,0.0,351615_2
979115,2021,11,2021-11-01,1,1,20751.0,2075,0,0.0,979115_2
979115,2021,11,2021-11-01,0,0,0.0,0,0,0.0,979115_2
951353,2021,11,2021-11-01,4,4,16935.0,1693,0,0.0,951353_2
208241,2021,11,2021-11-01,11,7,6271.0,627,3829,38.0,208241_2
869265,2021,11,2021-11-01,0,0,0.0,0,0,0.0,869265_2
869276,2021,11,2021-11-01,0,0,0.0,0,0,0.0,869276_2
336882,2021,11,2021-11-01,0,0,0.0,0,0,0.0,336882_2
101902,2021,11,2021-11-01,8,0,10201.0,1020,0,0.0,101902_2
750578,2021,11,2021-11-01,5,3,6853.0,685,0,0.0,750578_2
988392,2021,11,2021-11-01,7,3,20200.0,2020,4665,46.0,988392_2
736504,2021,11,2021-11-01,5,0,7598.0,759,0,0.0,736504_2
486860,2021,11,2021-11-01,11,3,25935.0,2593,0,0.0,486860_2
434807,2021,11,2021-11-01,0,0,0.0,0,0,0.0,434807_2
373638,2021,11,2021-11-01,9,3,3896.0,389,0,0.0,373638_2
899760,2021,11,2021-11-01,1,1,3802.0,380,4216,42.0,899760_2
897772,2021,11,2021-11-01,3,0,13410.0,1341,0,0.0,897772_2
869276,2021,11,2021-11-01,13,0,25929.0,2592,0,0.0,869276_2
790940,2021,11,2021-11-01,0,0,0.0,0,0,0.0,790940_2
200519,2021,11,2021-11-01,0,0,0.0,0,0,0.0,200519_2
411030,2021,11,2021-11-01,3,0,12633.0,1263,0,0.0,411030_2
547522,2021,11,2021-11-01,0,0,0.0,0,0,0.0,547522_2
585756,2021,11,2021-11-01,5,0,19481.0,1948,0,0.0,585756_2
790940,2021,11,2021-11-01,0,0,0.0,0,0,0.0,790940_2
193662,2021,11,2021-11-01,0,0,0.0,0,0,0.0,193662_2
969318,2021,11,2021-11-01,5,0,12342.0,1234,0,0.0,969318_2
593252,2021,11,2021-11-01,0,0,0.0,0,0,0.0,593252_2
322169,2021,11,2021-11-01,0,0,0.0,0,0,0.0,322169_2
460272,2021,11,2021-11-01,0,0,0.0,0,0,0.0,460272_2
876062,2021,11,2021-11-01,7,2,20357.0,2035,0,0.0,876062_2
903359,2021,11,2021-11-01,8,0,26356.0,2635,0,0.0,903359_2
279419,2021,11,2021-11-01,11,1,22312.0,2231,3245,32.0,279419_2
969318,2021,11,2021-11-01,9,0,10936.0,1093,0,0.0,969318_2
825517,2021,11,2021-11-01,9,5,7183.0,718,0,0.0,825517_2
825593,2021,11,2021-11-01,13,0,9788.0,978,0,0.0,825593_2
