Loyalty#,Year,Month,YearMonthDate,NumFlights,NumFlightsWithCompanions,DistanceKM,PointsAccumulated,PointsRedeemed,DollarCostPointsRedeemed
346766,2021,4,2021-04-01,0,0,0.0,0,0,0.0
746385,2021,4,2021-04-01,0,0,0.0,0,0,0.0
134180,2021,4,2021-04-01,0,0,0.0,0,0,0.0
764703,2021,4,2021-04-01,2,1,19841.0,1984,3691,36.0
766262,2021,4,2021-04-01,0,0,0.0,0,0,0.0
153760,2021,4,2021-04-01,0,0,0.0,0,0,0.0
223643,2021,4,2021-04-01,0,0,0.0,0,0,0.0
392953,2021,4,2021-04-01,0,0,0.0,0,0,0.0
364710,2021,4,2021-04-01,0,0,0.0,0,0,0.0
665645,2021,4,2021-04-01,0,0,0.0,0,0,0.0
204111,2021,4,2021-04-01,0,0,0.0,0,0,0.0
890753,2021,4,2021-04-01,4,1,18727.0,1872,0,0.0
696562,2021,4,2021-04-01,0,0,0.0,0,0,0.0
696864,2021,4,2021-04-01,0,0,0.0,0,0,0.0
479766,2021,4,2021-04-01,0,0,0.0,0,0,0.0
351461,2021,4,2021-04-01,0,0,0.0,0,0,0.0
792932,2021,4,2021-04-01,0,0,0.0,0,0,0.0
343139,2021,4,2021-04-01,5,5,22617.0,2261,4252,42.0
165260,2021,4,2021-04-01,0,0,0.0,0,0,0.0
874161,2021,4,2021-04-01,11,0,18605.0,1860,0,0.0
539704,2021,4,2021-04-01,0,0,0.0,0,0,0.0
976004,2021,4,2021-04-01,0,0,0.0,0,0,0.0
822102,2021,4,2021-04-01,0,0,0.0,0,0,0.0
888316,2021,4,2021-04-01,0,0,0.0,0,0,0.0
767864,2021,4,2021-04-01,0,0,0.0,0,0,0.0
546994,2021,4,2021-04-01,0,0,0.0,0,0,0.0
136049,2021,4,2021-04-01,0,0,0.0,0,0,0.0
516301,2021,4,2021-04-01,7,0,14740.0,1474,0,0.0
219043,2021,4,2021-04-01,0,0,0.0,0,0,0.0
918807,2021,4,2021-04-01,0,0,0.0,0,0,0.0
355724,2021,4,2021-04-01,0,0,0.0,0,0,0.0
170801,2021,4,2021-04-01,2,2,16906.0,1690,0,0.0
950252,2021,4,2021-04-01,0,0,0.0,0,0,0.0
116238,2021,4,2021-04-01,0,0,0.0,0,0,0.0
753864,2021,4,2021-04-01,0,0,0.0,0,0,0.0
173834,2021,4,2021-04-01,0,0,0.0,0,0,0.0
935313,2021,4,2021-04-01,0,0,0.0,0,0,0.0
559619,2021,10,2021-10-01,0,0,0.0,0,0,0.0
116897,2021,9,2021-09-01,13,4,368.0,36,5226,52.0
907595,2021,9,2021-09-01,0,0,0.0,0,0,0.0
311841,2021,9,2021-09-01,0,0,0.0,0,0,0.0
232907,2021,9,2021-09-01,0,0,0.0,0,0,0.0
400404,2021,9,2021-09-01,0,0,0.0,0,0,0.0
953612,2021,9,2021-09-01,13,8,20819.0,2081,0,0.0
229204,2021,9,2021-09-01,9,7,2831.0,283,0,0.0
826589,2021,9,2021-09-01,1,1,3876.0,387,0,0.0
400079,2021,9,2021-09-01,5,5,4416.0,441,5001,50.0
966580,2021,9,2021-09-01,13,3,7696.0,769,0,0.0
535233,2021,9,2021-09-01,10,3,23893.0,2389,2925,29.0
614871,2021,9,2021-09-01,0,0,0.0,0,0,0.0
646023,2021,9,2021-09-01,0,0,0.0,0,0,0.0
154782,2021,9,2021-09-01,3,0,3568.0,356,0,0.0
999891,2021,9,2021-09-01,0,0,0.0,0,0,0.0
579283,2021,9,2021-09-01,6,6,11621.0,1162,0,0.0
505776,2021,9,2021-09-01,1,0,5557.0,555,0,0.0
376862,2021,9,2021-09-01,15,1,3083.0,308,0,0.0
488151,2021,9,2021-09-01,0,0,0.0,0,0,0.0
469075,2021,9,2021-09-01,14,2,11375.0,1137,5090,50.0
137251,2021,9,2021-09-01,0,0,0.0,0,0,0.0
857538,2021,9,2021-09-01,8,4,27309.0,2730,3711,37.0
633162,2021,9,2021-09-01,0,0,0.0,0,0,0.0
422164,2021,9,2021-09-01,4,1,13969.0,1396,0,0.0
513778,2021,9,2021-09-01,0,0,0.0,0,0,0.0
983393,2021,9,2021-09-01,3,2,1689.0,168,0,0.0
645078,2021,9,2021-09-01,0,0,0.0,0,0,0.0
225205,2021,9,2021-09-01,0,0,0.0,0,0,0.0
607538,2021,9,2021-09-01,0,0,0.0,0,0,0.0
939289,2021,9,2021-09-01,0,0,0.0,0,0,0.0
249466,2021,9,2021-09-01,0,0,0.0,0,0,0.0
336665,2021,9,2021-09-01,6,0,1870.0,187,0,0.0
355331,2021,9,2021-09-01,0,0,0.0,0,0,0.0
969632,2021,9,2021-09-01,13,2,19701.0,1970,0,0.0
756341,2021,9,2021-09-01,0,0,0.0,0,0,0.0
759417,2021,9,2021-09-01,0,0,0.0,0,0,0.0
499423,2021,9,2021-09-01,4,0,17722.0,1772,0,0.0
456613,2021,9,2021-09-01,8,0,5510.0,551,0,0.0
836295,2021,9,2021-09-01,0,0,0.0,0,0,0.0
504190,2021,9,2021-09-01,0,0,0.0,0,0,0.0
432961,2021,9,2021-09-01,2,0,6780.0,678,0,0.0
882409,2021,9,2021-09-01,2,0,10733.0,1073,0,0.0
953757,2021,9,2021-09-01,13,8,18083.0,1808,0,0.0
295355,2021,9,2021-09-01,8,5,2926.0,292,4899,48.0
956081,2021,9,2021-09-01,0,0,0.0,0,0,0.0
680485,2021,9,2021-09-01,0,0,0.0,0,0,0.0
827194,2021,9,2021-09-01,9,0,30021.0,3002,0,0.0
201055,2021,9,2021-09-01,0,0,0.0,0,0,0.0
419626,2021,9,2021-09-01,3,1,9475.0,947,4063,40.0
763224,2021,9,2021-09-01,0,0,0.0,0,0,0.0
910416,2021,9,2021-09-01,0,0,0.0,0,0,0.0
153953,2021,9,2021-09-01,15,1,8715.0,871,3814,38.0
936603,2021,9,2021-09-01,0,0,0.0,0,0,0.0
328349,2021,9,2021-09-01,7,0,12984.0,1298,0,0.0
494552,2021,9,2021-09-01,6,3,15397.0,1539,3733,37.0
191558,2021,9,2021-09-01,7,0,19750.0,1975,0,0.0
683276,2021,9,2021-09-01,0,0,0.0,0,0,0.0
648231,2021,9,2021-09-01,0,0,0.0,0,0,0.0
559619,2021,9,2021-09-01,0,0,0.0,0,0,0.0
245307,2021,9,2021-09-01,0,0,0.0,0,0,0.0
714379,2021,9,2021-09-01,0,0,0.0,0,0,0.0
892066,2021,10,2021-10-01,1,0,10999.0,1099,0,0.0
526344,2021,10,2021-10-01,2,0,7343.0,734,0,0.0
532848,2021,10,2021-10-01,0,0,0.0,0,0,0.0
633910,2021,10,2021-10-01,0,0,0.0,0,0,0.0
953892,2021,10,2021-10-01,0,0,0.0,0,0,0.0
776956,2021,10,2021-10-01,6,0,13312.0,1331,0,0.0
879416,2021,10,2021-10-01,0,0,0.0,0,0,0.0
958743,2021,10,2021-10-01,1,0,15373.0,1537,0,0.0
680754,2021,10,2021-10-01,0,0,0.0,0,0,0.0
141181,2021,10,2021-10-01,6,4,26017.0,2601,4302,43.0
618871,2021,10,2021-10-01,0,0,0.0,0,0,0.0
684835,2021,10,2021-10-01,13,3,4442.0,444,2541,25.0
756867,2021,10,2021-10-01,10,5,18959.0,1895,0,0.0
493800,2021,10,2021-10-01,6,0,13519.0,1351,0,0.0
187876,2021,10,2021-10-01,8,6,27735.0,2773,0,0.0
252110,2021,10,2021-10-01,0,0,0.0,0,0,0.0
313673,2021,10,2021-10-01,1,0,5259.0,525,0,0.0
375722,2021,10,2021-10-01,0,0,0.0,0,0,0.0
575833,2021,10,2021-10-01,4,2,611.0,61,0,0.0
577278,2021,10,2021-10-01,8,4,13808.0,1380,2691,26.0
358968,2021,10,2021-10-01,11,4,24104.0,2410,0,0.0
327638,2021,10,2021-10-01,0,0,0.0,0,0,0.0
750688,2021,10,2021-10-01,6,4,15742.0,1574,2971,29.0
384010,2021,10,2021-10-01,10,5,5900.0,590,3160,31.0
501704,2021,10,2021-10-01,0,0,0.0,0,0,0.0
317001,2021,10,2021-10-01,0,0,0.0,0,0,0.0
964206,2021,10,2021-10-01,0,0,0.0,0,0,0.0
432941,2021,10,2021-10-01,0,0,0.0,0,0,0.0
212695,2021,10,2021-10-01,5,2,27080.0,2708,4420,44.0
462232,2021,10,2021-10-01,5,3,21525.0,2152,3766,37.0
968064,2021,10,2021-10-01,7,4,18184.0,1818,0,0.0
831812,2021,10,2021-10-01,0,0,0.0,0,0,0.0
503988,2021,10,2021-10-01,0,0,0.0,0,0,0.0
845613,2021,10,2021-10-01,0,0,0.0,0,0,0.0
517262,2021,10,2021-10-01,0,0,0.0,0,0,0.0
123830,2021,10,2021-10-01,0,0,0.0,0,0,0.0
106444,2021,10,2021-10-01,4,4,18506.0,1850,3167,31.0
298098,2021,10,2021-10-01,0,0,0.0,0,0,0.0
804710,2021,10,2021-10-01,13,2,16568.0,1656,0,0.0
827790,2021,10,2021-10-01,0,0,0.0,0,0,0.0
929455,2021,10,2021-10-01,0,0,0.0,0,0,0.0
501165,2021,10,2021-10-01,7,0,22607.0,2260,0,0.0
801391,2021,10,2021-10-01,10,3,20292.0,2029,0,0.0
535436,2021,10,2021-10-01,0,0,0.0,0,0,0.0
331669,2021,10,2021-10-01,0,0,0.0,0,0,0.0
269565,2021,10,2021-10-01,3,0,2550.0,255,0,0.0
121236,2021,10,2021-10-01,0,0,0.0,0,0,0.0
946645,2021,10,2021-10-01,0,0,0.0,0,0,0.0
787571,2021,10,2021-10-01,0,0,0.0,0,0,0.0
628924,2021,10,2021-10-01,13,1,9397.0,939,0,0.0
482370,2021,4,2021-04-01,0,0,0.0,0,0,0.0
838553,2021,4,2021-04-01,0,0,0.0,0,0,0.0
116897,2021,4,2021-04-01,0,0,0.0,0,0,0.0
907595,2021,4,2021-04-01,0,0,0.0,0,0,0.0
311841,2021,4,2021-04-01,0,0,0.0,0,0,0.0
232907,2021,4,2021-04-01,0,0,0.0,0,0,0.0
400404,2021,4,2021-04-01,0,0,0.0,0,0,0.0
953612,2021,4,2021-04-01,0,0,0.0,0,0,0.0
229204,2021,4,2021-04-01,0,0,0.0,0,0,0.0
826589,2021,4,2021-04-01,0,0,0.0,0,0,0.0
400079,2021,4,2021-04-01,12,1,18752.0,1875,0,0.0
966580,2021,4,2021-04-01,0,0,0.0,0,0,0.0
535233,2021,4,2021-04-01,0,0,0.0,0,0,0.0
614871,2021,4,2021-04-01,0,0,0.0,0,0,0.0
646023,2021,4,2021-04-01,0,0,0.0,0,0,0.0
154782,2021,4,2021-04-01,0,0,0.0,0,0,0.0
999891,2021,4,2021-04-01,0,0,0.0,0,0,0.0
579283,2021,4,2021-04-01,2,1,7346.0,734,0,0.0
505776,2021,4,2021-04-01,5,5,8058.0,805,3644,36.0
376862,2021,4,2021-04-01,11,0,14081.0,1408,0,0.0
488151,2021,4,2021-04-01,0,0,0.0,0,0,0.0
469075,2021,4,2021-04-01,5,5,19159.0,1915,4243,42.0
137251,2021,4,2021-04-01,0,0,0.0,0,0,0.0
857538,2021,4,2021-04-01,0,0,0.0,0,0,0.0
633162,2021,4,2021-04-01,0,0,0.0,0,0,0.0
422164,2021,4,2021-04-01,0,0,0.0,0,0,0.0
513778,2021,4,2021-04-01,9,6,8174.0,817,4403,44.0
983393,2021,4,2021-04-01,3,0,14986.0,1498,0,0.0
645078,2021,4,2021-04-01,0,0,0.0,0,0,0.0
225205,2021,4,2021-04-01,0,0,0.0,0,0,0.0
607538,2021,4,2021-04-01,0,0,1621.0,162,0,0.0
939289,2021,4,2021-04-01,0,0,0.0,0,0,0.0
249466,2021,4,2021-04-01,9,0,18404.0,1840,0,0.0
336665,2021,4,2021-04-01,0,0,0.0,0,0,0.0
355331,2021,4,2021-04-01,9,4,7585.0,758,0,0.0
969632,2021,4,2021-04-01,3,3,15956.0,1595,0,0.0
756341,2021,4,2021-04-01,8,0,26312.0,2631,4773,47.0
759417,2021,4,2021-04-01,0,0,0.0,0,0,0.0
499423,2021,4,2021-04-01,0,0,0.0,0,0,0.0
456613,2021,4,2021-04-01,6,0,4455.0,445,0,0.0
569319,2021,12,2021-12-01,0,0,21121.0,2112,0,0.0
719162,2021,12,2021-12-01,0,0,0.0,0,0,0.0
172233,2021,12,2021-12-01,6,5,13409.0,1340,5765,57.0
139600,2021,12,2021-12-01,7,5,15753.0,1575,5826,58.0
263302,2021,12,2021-12-01,7,5,3263.0,326,5189,51.0
205465,2021,12,2021-12-01,4,4,28591.0,2859,0,0.0
759223,2021,12,2021-12-01,9,3,12181.0,1218,0,0.0
675535,2021,12,2021-12-01,10,6,20830.0,2083,0,0.0
639419,2021,12,2021-12-01,11,8,3644.0,364,5769,57.0
360732,2021,12,2021-12-01,0,0,0.0,0,0,0.0
633627,2021,12,2021-12-01,0,0,0.0,0,0,0.0
847312,2021,12,2021-12-01,0,0,0.0,0,0,0.0
496831,2021,12,2021-12-01,11,7,33049.0,3304,3846,38.0
461012,2021,12,2021-12-01,2,0,1742.0,174,0,0.0
205698,2021,12,2021-12-01,6,6,26690.0,2669,0,0.0
103975,2021,12,2021-12-01,11,0,10393.0,1039,0,0.0
752259,2021,12,2021-12-01,0,0,0.0,0,0,0.0
803656,2021,12,2021-12-01,0,0,0.0,0,0,0.0
737604,2021,12,2021-12-01,5,4,32803.0,3280,6313,63.0
611464,2021,12,2021-12-01,0,0,0.0,0,0,0.0
522285,2021,12,2021-12-01,12,5,6700.0,670,0,0.0
688731,2021,12,2021-12-01,1,1,19616.0,1961,4865,48.0
344372,2021,12,2021-12-01,11,6,1109.0,110,0,0.0
227303,2021,12,2021-12-01,0,0,0.0,0,0,0.0
969719,2021,12,2021-12-01,0,0,0.0,0,0,0.0
910336,2021,12,2021-12-01,5,2,1351.0,135,4850,48.0
288451,2021,12,2021-12-01,0,0,0.0,0,0,0.0
800220,2021,12,2021-12-01,16,3,30044.0,3004,0,0.0
885497,2021,12,2021-12-01,13,2,21915.0,2191,5905,59.0
811959,2021,12,2021-12-01,12,0,1246.0,124,0,0.0
973407,2021,12,2021-12-01,10,5,20681.0,2068,0,0.0
263339,2021,12,2021-12-01,16,3,18653.0,1865,0,0.0
202182,2021,12,2021-12-01,0,0,0.0,0,0,0.0
697680,2021,12,2021-12-01,0,0,0.0,0,0,0.0
623654,2021,12,2021-12-01,0,0,0.0,0,0,0.0
992986,2021,12,2021-12-01,17,0,9992.0,999,0,0.0
494438,2021,12,2021-12-01,0,0,0.0,0,0,0.0
770759,2021,12,2021-12-01,0,0,0.0,0,0,0.0
442695,2021,12,2021-12-01,0,0,0.0,0,0,0.0
566640,2021,12,2021-12-01,0,0,0.0,0,0,0.0
222050,2021,12,2021-12-01,13,0,2468.0,246,0,0.0
405698,2021,12,2021-12-01,13,5,7877.0,787,0,0.0
946963,2021,12,2021-12-01,0,0,0.0,0,0,0.0
625318,2021,12,2021-12-01,11,4,5402.0,540,4777,47.0
908729,2021,12,2021-12-01,8,8,29863.0,2986,3161,31.0
790008,2021,12,2021-12-01,5,0,3157.0,315,0,0.0
149430,2021,12,2021-12-01,0,0,0.0,0,0,0.0
316666,2021,12,2021-12-01,0,0,0.0,0,0,0.0
533666,2021,12,2021-12-01,7,0,7645.0,764,0,0.0
492265,2021,12,2021-12-01,0,0,0.0,0,0,0.0
438707,2021,12,2021-12-01,1,0,23855.0,2385,0,0.0
177345,2021,12,2021-12-01,0,0,0.0,0,0,0.0
952696,2021,12,2021-12-01,11,0,19702.0,1970,0,0.0
939103,2021,12,2021-12-01,11,5,17849.0,1784,0,0.0
762389,2021,12,2021-12-01,1,0,8427.0,842,0,0.0
436041,2021,12,2021-12-01,0,0,0.0,0,0,0.0
354206,2021,12,2021-12-01,5,5,11449.0,1144,3076,30.0
128749,2021,12,2021-12-01,12,7,1086.0,108,3700,37.0
371675,2021,12,2021-12-01,0,0,9759.0,975,0,0.0
648533,2021,12,2021-12-01,0,0,0.0,0,0,0.0
189146,2021,12,2021-12-01,0,0,0.0,0,0,0.0
436419,2021,12,2021-12-01,0,0,0.0,0,0,0.0
207047,2021,12,2021-12-01,0,0,0.0,0,0,0.0
349577,2021,12,2021-12-01,0,0,0.0,0,0,0.0
211755,2021,12,2021-12-01,3,3,5485.0,548,3349,33.0
310681,2021,12,2021-12-01,5,0,7193.0,719,0,0.0
729805,2021,12,2021-12-01,0,0,0.0,0,0,0.0
909238,2021,12,2021-12-01,0,0,0.0,0,0,0.0
756317,2021,12,2021-12-01,8,4,14083.0,1408,0,0.0
432059,2021,12,2021-12-01,3,3,32455.0,3245,0,0.0
439068,2021,12,2021-12-01,11,2,27685.0,2768,6122,61.0
290445,2021,12,2021-12-01,12,0,745.0,74,0,0.0
603433,2021,12,2021-12-01,17,7,27590.0,2759,5143,51.0
421252,2021,12,2021-12-01,2,2,1119.0,111,4159,41.0
797675,2021,12,2021-12-01,0,0,0.0,0,0,0.0
942685,2021,12,2021-12-01,0,0,0.0,0,0,0.0
702686,2021,12,2021-12-01,0,0,0.0,0,0,0.0
151967,2021,12,2021-12-01,0,0,0.0,0,0,0.0
464117,2021,12,2021-12-01,17,2,10052.0,1005,0,0.0
930620,2021,12,2021-12-01,11,2,14657.0,1465,6365,63.0
476080,2021,12,2021-12-01,0,0,0.0,0,0,0.0
480872,2021,12,2021-12-01,11,7,6761.0,676,4123,41.0
515579,2021,12,2021-12-01,0,0,0.0,0,0,0.0
780991,2021,12,2021-12-01,12,0,3509.0,350,0,0.0
641159,2021,12,2021-12-01,1,0,28477.0,2847,0,0.0
396048,2021,12,2021-12-01,14,0,10052.0,1005,0,0.0
550539,2021,12,2021-12-01,5,0,7839.0,783,0,0.0
390980,2021,12,2021-12-01,0,0,0.0,0,0,0.0
312312,2021,12,2021-12-01,0,0,0.0,0,0,0.0
883025,2021,12,2021-12-01,7,3,8904.0,890,0,0.0
554712,2021,12,2021-12-01,12,0,18966.0,1896,0,0.0
320183,2021,12,2021-12-01,5,5,30112.0,3011,4544,45.0
381308,2021,12,2021-12-01,15,5,18414.0,1841,6205,62.0
149841,2021,12,2021-12-01,0,0,0.0,0,0,0.0
308704,2021,12,2021-12-01,14,0,3432.0,343,0,0.0
783515,2021,12,2021-12-01,0,0,0.0,0,0,0.0
627489,2021,12,2021-12-01,6,3,3463.0,346,0,0.0
145017,2021,12,2021-12-01,16,4,8141.0,814,0,0.0
319901,2021,12,2021-12-01,11,2,7674.0,767,5003,50.0
505204,2021,12,2021-12-01,11,0,5268.0,526,0,0.0
823453,2021,12,2021-12-01,0,0,0.0,0,0,0.0
696609,2021,10,2021-10-01,8,6,10026.0,1002,3984,39.0
122020,2021,10,2021-10-01,0,0,0.0,0,0,0.0
865803,2021,10,2021-10-01,4,4,4004.0,400,0,0.0
522788,2021,10,2021-10-01,0,0,0.0,0,0,0.0
257985,2021,10,2021-10-01,0,0,0.0,0,0,0.0
688524,2021,10,2021-10-01,0,0,0.0,0,0,0.0
212579,2021,10,2021-10-01,0,0,0.0,0,0,0.0
725962,2021,10,2021-10-01,11,0,23246.0,2324,0,0.0
811333,2021,10,2021-10-01,0,0,0.0,0,0,0.0
585780,2021,10,2021-10-01,0,0,0.0,0,0,0.0
262937,2021,10,2021-10-01,0,0,0.0,0,0,0.0
122283,2021,10,2021-10-01,0,0,0.0,0,0,0.0
245307,2021,10,2021-10-01,7,0,22892.0,2289,0,0.0
714379,2021,10,2021-10-01,14,0,26856.0,2685,0,0.0
650621,2021,10,2021-10-01,11,0,8160.0,816,0,0.0
445839,2021,10,2021-10-01,5,2,9428.0,942,4968,49.0
869672,2021,10,2021-10-01,1,1,12357.0,1235,4041,40.0
264904,2021,10,2021-10-01,13,0,2107.0,210,0,0.0
425779,2021,10,2021-10-01,0,0,0.0,0,0,0.0
155253,2021,10,2021-10-01,0,0,0.0,0,0,0.0
324013,2021,10,2021-10-01,0,0,0.0,0,0,0.0
174669,2021,10,2021-10-01,0,0,0.0,0,0,0.0
433477,2021,10,2021-10-01,3,3,1812.0,181,0,0.0
230687,2021,10,2021-10-01,0,0,0.0,0,0,0.0
108857,2021,10,2021-10-01,0,0,0.0,0,0,0.0
406294,2021,10,2021-10-01,5,2,2811.0,281,0,0.0
663659,2021,10,2021-10-01,4,3,23520.0,2352,0,0.0
494438,2021,10,2021-10-01,0,0,0.0,0,0,0.0
770759,2021,10,2021-10-01,0,0,0.0,0,0,0.0
442695,2021,10,2021-10-01,8,7,26627.0,2662,4022,40.0
566640,2021,10,2021-10-01,13,2,14513.0,1451,4378,43.0
222050,2021,10,2021-10-01,0,0,0.0,0,0,0.0
405698,2021,10,2021-10-01,2,2,24432.0,2443,3320,33.0
946963,2021,10,2021-10-01,0,0,0.0,0,0,0.0
625318,2021,10,2021-10-01,2,0,9026.0,902,0,0.0
908729,2021,10,2021-10-01,0,0,0.0,0,0,0.0
790008,2021,10,2021-10-01,0,0,0.0,0,0,0.0
149430,2021,10,2021-10-01,0,0,0.0,0,0,0.0
316666,2021,10,2021-10-01,0,0,0.0,0,0,0.0
533666,2021,10,2021-10-01,4,0,23698.0,2369,0,0.0
492265,2021,10,2021-10-01,0,0,0.0,0,0,0.0
438707,2021,10,2021-10-01,0,0,0.0,0,0,0.0
177345,2021,10,2021-10-01,0,0,0.0,0,0,0.0
952696,2021,10,2021-10-01,0,0,0.0,0,0,0.0
939103,2021,10,2021-10-01,2,0,25015.0,2501,0,0.0
762389,2021,10,2021-10-01,0,0,0.0,0,0,0.0
436041,2021,10,2021-10-01,0,0,0.0,0,0,0.0
354206,2021,10,2021-10-01,0,0,0.0,0,0,0.0
128749,2021,10,2021-10-01,6,1,7769.0,776,0,0.0
371675,2021,10,2021-10-01,11,0,9824.0,982,0,0.0
648533,2021,10,2021-10-01,4,4,4907.0,490,0,0.0
189146,2021,10,2021-10-01,0,0,0.0,0,0,0.0
436419,2021,10,2021-10-01,11,4,2431.0,243,0,0.0
207047,2021,10,2021-10-01,7,4,5760.0,576,3177,31.0
349577,2021,10,2021-10-01,14,0,4588.0,458,0,0.0
211755,2021,10,2021-10-01,0,0,0.0,0,0,0.0
310681,2021,10,2021-10-01,6,0,11515.0,1151,0,0.0
729805,2021,10,2021-10-01,0,0,0.0,0,0,0.0
909238,2021,10,2021-10-01,7,2,1095.0,109,0,0.0
756317,2021,10,2021-10-01,0,0,0.0,0,0,0.0
432059,2021,10,2021-10-01,0,0,0.0,0,0,0.0
439068,2021,10,2021-10-01,0,0,0.0,0,0,0.0
290445,2021,10,2021-10-01,0,0,0.0,0,0,0.0
603433,2021,10,2021-10-01,0,0,0.0,0,0,0.0
421252,2021,10,2021-10-01,0,0,0.0,0,0,0.0
797675,2021,10,2021-10-01,0,0,0.0,0,0,0.0
942685,2021,10,2021-10-01,0,0,0.0,0,0,0.0
702686,2021,10,2021-10-01,14,6,5267.0,526,3041,30.0
151967,2021,10,2021-10-01,6,4,16090.0,1609,3240,32.0
464117,2021,10,2021-10-01,9,5,4574.0,457,3670,36.0
930620,2021,10,2021-10-01,4,0,1475.0,147,0,0.0
476080,2021,10,2021-10-01,0,0,0.0,0,0,0.0
480872,2021,10,2021-10-01,2,2,27971.0,2797,0,0.0
515579,2021,10,2021-10-01,0,0,0.0,0,0,0.0
780991,2021,10,2021-10-01,0,0,0.0,0,0,0.0
539776,2021,12,2021-12-01,5,5,14506.0,1450,0,0.0
664684,2021,12,2021-12-01,12,0,13435.0,1343,0,0.0
989067,2021,12,2021-12-01,15,4,34338.0,3433,5515,55.0
478284,2021,12,2021-12-01,0,0,0.0,0,0,0.0
789288,2021,12,2021-12-01,0,0,0.0,0,0,0.0
676406,2021,12,2021-12-01,0,0,0.0,0,0,0.0
704607,2021,12,2021-12-01,0,0,0.0,0,0,0.0
270011,2021,12,2021-12-01,6,5,28373.0,2837,0,0.0
344749,2021,12,2021-12-01,10,9,15199.0,1519,6355,63.0
616207,2021,12,2021-12-01,11,5,5874.0,587,0,0.0
828862,2021,12,2021-12-01,12,0,22678.0,2267,0,0.0
804816,2021,12,2021-12-01,0,0,0.0,0,0,0.0
365166,2021,12,2021-12-01,0,0,0.0,0,0,0.0
926867,2021,12,2021-12-01,17,1,582.0,58,0,0.0
191869,2021,12,2021-12-01,12,4,4363.0,436,3264,32.0
460037,2021,12,2021-12-01,0,0,0.0,0,0,0.0
958941,2021,12,2021-12-01,0,0,0.0,0,0,0.0
438120,2021,12,2021-12-01,1,1,13812.0,1381,5504,55.0
756663,2021,12,2021-12-01,1,1,21852.0,2185,3605,36.0
907015,2021,12,2021-12-01,11,2,4713.0,471,0,0.0
718752,2021,12,2021-12-01,7,6,12077.0,1207,3963,39.0
816330,2021,12,2021-12-01,0,0,0.0,0,0,0.0
355099,2021,12,2021-12-01,16,5,3384.0,338,4708,47.0
805902,2021,12,2021-12-01,0,0,0.0,0,0,0.0
868552,2021,12,2021-12-01,7,0,894.0,89,0,0.0
263068,2021,12,2021-12-01,15,5,23656.0,2365,5139,51.0
164017,2021,12,2021-12-01,0,0,0.0,0,0,0.0
866995,2021,12,2021-12-01,0,0,0.0,0,0,0.0
792898,2021,12,2021-12-01,6,2,19797.0,1979,0,0.0
247833,2021,12,2021-12-01,11,6,10335.0,1033,5025,50.0
632974,2021,12,2021-12-01,15,9,7694.0,769,0,0.0
508080,2021,12,2021-12-01,16,2,17878.0,1787,5394,53.0
630694,2021,12,2021-12-01,0,0,0.0,0,0,0.0
637927,2021,12,2021-12-01,0,0,0.0,0,0,0.0
290184,2021,12,2021-12-01,0,0,0.0,0,0,0.0
960253,2021,12,2021-12-01,0,0,0.0,0,0,0.0
846033,2021,12,2021-12-01,0,0,0.0,0,0,0.0
683909,2021,12,2021-12-01,0,0,0.0,0,0,0.0
452994,2021,12,2021-12-01,0,0,0.0,0,0,0.0
169699,2021,12,2021-12-01,0,0,0.0,0,0,0.0
436805,2021,12,2021-12-01,0,0,0.0,0,0,0.0
941194,2021,12,2021-12-01,10,8,10854.0,1085,3774,37.0
511981,2021,12,2021-12-01,0,0,0.0,0,0,0.0
226804,2021,12,2021-12-01,0,0,0.0,0,0,0.0
428826,2021,12,2021-12-01,11,3,11740.0,1174,4295,42.0
422805,2021,12,2021-12-01,2,0,30815.0,3081,0,0.0
973104,2021,12,2021-12-01,0,0,0.0,0,0,0.0
967693,2021,12,2021-12-01,0,0,0.0,0,0,0.0
270759,2021,12,2021-12-01,0,0,0.0,0,0,0.0
935862,2021,12,2021-12-01,13,5,2995.0,299,0,0.0
604436,2021,12,2021-12-01,0,0,0.0,0,0,0.0
761600,2021,12,2021-12-01,5,5,9207.0,920,6203,62.0
850123,2021,12,2021-12-01,16,8,4334.0,433,0,0.0
977693,2021,12,2021-12-01,11,8,2623.0,262,6171,61.0
692936,2021,12,2021-12-01,14,8,28025.0,2802,3894,38.0
197973,2021,12,2021-12-01,0,0,0.0,0,0,0.0
835440,2021,12,2021-12-01,0,0,0.0,0,0,0.0
809218,2021,12,2021-12-01,15,9,13578.0,1357,3247,32.0
109023,2021,12,2021-12-01,7,0,21373.0,2137,0,0.0
718454,2021,12,2021-12-01,4,2,30959.0,3095,4226,42.0
982543,2021,12,2021-12-01,0,0,0.0,0,0,0.0
984713,2021,12,2021-12-01,0,0,0.0,0,0,0.0
979449,2021,12,2021-12-01,0,0,0.0,0,0,0.0
659147,2021,12,2021-12-01,0,0,0.0,0,0,0.0
251223,2021,12,2021-12-01,0,0,0.0,0,0,0.0
602361,2021,12,2021-12-01,0,0,0.0,0,0,0.0
394946,2021,12,2021-12-01,0,0,0.0,0,0,0.0
708933,2021,12,2021-12-01,0,0,0.0,0,0,0.0
652614,2021,12,2021-12-01,8,0,18065.0,1806,0,0.0
839494,2021,12,2021-12-01,0,0,0.0,0,0,0.0
399555,2021,12,2021-12-01,0,0,0.0,0,0,0.0
261044,2021,12,2021-12-01,0,0,0.0,0,0,0.0
